GTD ID,DATE,REGION,COUNTRY,CITY,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED
201705070028,5/7/17,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Police,1,0
201704260029,4/26/17,Middle East & North Africa,West Bank and Gaza Strip,Hawara,Palestinian Extremists,Armed Assault,Melee,Military,0,1
201704260028,4/26/17,Middle East & North Africa,West Bank and Gaza Strip,Hawara,Israeli settlers,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201704250010,4/25/17,Middle East & North Africa,West Bank and Gaza Strip,Hawara,Palestinian Extremists,Armed Assault,Melee,Military,0,1
201704230021,4/23/17,Middle East & North Africa,Israel,Tel Aviv,Palestinian Extremists,Armed Assault,Melee,Business,0,4
201704100015,4/10/17,Middle East & North Africa,Israel,Yevul,Sinai Province of the Islamic State,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201704060033,4/6/17,Middle East & North Africa,West Bank and Gaza Strip,Unknown,Hamas (Islamic Resistance Movement),Hostage Taking (Kidnapping),Melee,Private Citizens & Property,3,0
201704060025,4/6/17,Middle East & North Africa,West Bank and Gaza Strip,Ofra,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,2
201704020030,4/2/17,Middle East & North Africa,West Bank and Gaza Strip,Qalqilya,Palestinian Extremists,Armed Assault,Melee,Military,0,0
201703290017,3/29/17,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Police,1,0
201703270027,3/27/17,Middle East & North Africa,West Bank and Gaza Strip,Hawara,Palestinian Extremists,Armed Assault,Melee,Military,0,0
201703230016,3/23/17,Middle East & North Africa,West Bank and Gaza Strip,Beit El,Palestinian Extremists,Armed Assault,Incendiary,Private Citizens & Property,1,3
201703200039,3/20/17,Middle East & North Africa,West Bank and Gaza Strip,Jalame,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0
201703150045,3/15/17,Middle East & North Africa,West Bank and Gaza Strip,Alon Shvut,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)","Military,Transportation",0,1
201703130021,3/13/17,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Police,1,2
201703070020,3/7/17,Middle East & North Africa,West Bank and Gaza Strip,Unknown,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201703020010,3/2/17,Middle East & North Africa,Israel,Shaar HaNegev regional council district,Unknown,Armed Assault,Firearms,Military,0,0
201703010005,3/1/17,Middle East & North Africa,West Bank and Gaza Strip,Teneh Omarim,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,1,1
201702220025,2/23/17,Middle East & North Africa,West Bank and Gaza Strip,Nablus,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
201702110007,2/11/17,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Unknown,Armed Assault,Melee,Police,0,0
201702090014,2/9/17,Middle East & North Africa,Israel,Petah Tivka,Palestinian Extremists,Armed Assault,"Firearms,Melee",Private Citizens & Property,0,6
201702080020,2/8/17,Middle East & North Africa,Israel,Eilat,Sinai Province of the Islamic State,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201702020031,2/2/17,Middle East & North Africa,West Bank and Gaza Strip,Geva Binyamin,Unknown,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Police,0,4
201701270029,1/27/17,Middle East & North Africa,West Bank and Gaza Strip,Nili,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,0,0
201701250019,1/25/17,Middle East & North Africa,West Bank and Gaza Strip,Abud,Palestinian Extremists,Armed Assault,Firearms,Military,0,1
201701240013,1/24/17,Middle East & North Africa,Israel,Metula,Unknown,Armed Assault,Firearms,Military,0,0
201701240012,1/24/17,Middle East & North Africa,Israel,Reim,Unknown,Armed Assault,Firearms,Military,0,0
201701230023,1/23/17,Middle East & North Africa,West Bank and Gaza Strip,Mughayir,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
201701200054,1/20/17,Middle East & North Africa,Israel,Daliyat al-Karmel,Unknown,Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",Unknown,0,0
201701170015,1/17/17,Middle East & North Africa,West Bank and Gaza Strip,Tulkarm,Palestinian Extremists,Armed Assault,Melee,Military,1,0
201701150038,1/15/17,Middle East & North Africa,Israel,Unknown,Unknown,Armed Assault,Firearms,Military,0,0
201701100023,1/10/17,Middle East & North Africa,West Bank and Gaza Strip,Nablus,Palestinian Extremists,Armed Assault,"Explosives/Bombs/Dynamite,Firearms,Melee",Military,1,0
201701080001,1/8/17,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,"Groups of Martyr Baha Eleyan,Islamic State of Iraq and the Levant (ISIL) (suspected)",Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,5,17
201701010001,1/1/17,Middle East & North Africa,Turkey,Istanbul,Islamic State of Iraq and the Levant (ISIL),Armed Assault,Firearms,"Business,Private Citizens & Property",39,69
201612300005,12/30/16,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,Palestinian Extremists,Armed Assault,Melee,Police,0,1
201612190018,12/19/16,Middle East & North Africa,West Bank and Gaza Strip,Ofarim,Unknown,Armed Assault,Firearms,Private Citizens & Property,0,1
201612190010,12/19/16,Middle East & North Africa,Israel,Unknown,Palestinian Extremists,Armed Assault,Firearms,Military,0,0
201612140031,12/14/16,Middle East & North Africa,West Bank and Gaza Strip,Deir Abu Mashaal,Unknown,Armed Assault,Firearms,Private Citizens & Property,0,0
201612140030,12/14/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Police,1,2
201612130012,12/13/16,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,Unknown,Armed Assault,"Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Police,0,0
201612080009,12/8/16,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,Palestinian Extremists,Armed Assault,Melee,Police,1,0
201611280034,11/28/16,Middle East & North Africa,West Bank and Gaza Strip,Ofra,Unknown,Armed Assault,Firearms,Military,0,0
201611270004,11/27/16,Middle East & North Africa,Israel,Unknown,Khaled Ibn al-Walid Army,Armed Assault,"Explosives/Bombs/Dynamite,Firearms",Military,4,0
201611250048,11/25/16,Middle East & North Africa,West Bank and Gaza Strip,Halamish,Palestinian Extremists (suspected),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,4
201611250047,11/25/16,Middle East & North Africa,Lebanon,Sour district,Unknown,Facility/Infrastructure Attack,Incendiary,Unknown,0,0
201611250045,11/25/16,Middle East & North Africa,Israel,Beit Meir,Palestinian Extremists (suspected),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201611250019,11/25/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Military,1,0
201611240056,11/25/16,Middle East & North Africa,Israel,Kiryat Gat,Palestinian Extremists (suspected),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201611230061,11/23/16,Middle East & North Africa,West Bank and Gaza Strip,Talmon,Palestinian Extremists (suspected),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201611230060,11/23/16,Middle East & North Africa,West Bank and Gaza Strip,Dolev,Palestinian Extremists (suspected),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201611230059,11/23/16,Middle East & North Africa,West Bank and Gaza Strip,Gevaot,Palestinian Extremists (suspected),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201611230058,11/23/16,Middle East & North Africa,Israel,Nataf,Palestinian Extremists (suspected),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201611220050,11/22/16,Middle East & North Africa,Israel,Haifa,Ma'sadat al-Mujahideen (suspected),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,100
201611220049,11/22/16,Middle East & North Africa,Israel,Zichron Yaakov,Ma'sadat al-Mujahideen (suspected),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201611220028,11/22/16,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,Palestinian Extremists,Armed Assault,Melee,Military,1,0
201611140041,11/14/16,Middle East & North Africa,West Bank and Gaza Strip,Efrat,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201611140021,11/14/16,Middle East & North Africa,West Bank and Gaza Strip,Al-Khader,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201611090028,11/9/16,Middle East & North Africa,West Bank and Gaza Strip,Hawara,Palestinian Extremists,Armed Assault,Melee,Military,0,1
201611040046,11/4/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201611030036,11/3/16,Middle East & North Africa,West Bank and Gaza Strip,Tulkarm,Palestinian Extremists,Armed Assault,Firearms,Military,0,1
201611030035,11/3/16,Middle East & North Africa,West Bank and Gaza Strip,Ofra,Palestinian Extremists,Armed Assault,Melee,Military,1,0
201611010089,11/1/16,Middle East & North Africa,Egypt,Unknown,Unknown,Armed Assault,Firearms,Military,1,0
201610310022,10/31/16,Middle East & North Africa,West Bank and Gaza Strip,Beit El,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Military,1,3
201610300016,10/30/16,Middle East & North Africa,West Bank and Gaza Strip,Bayt Umar,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Police,1,3
201610290019,10/29/16,Middle East & North Africa,West Bank and Gaza Strip,Karmei Tzur,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,0,0
201610280016,10/28/16,Middle East & North Africa,West Bank and Gaza Strip,Ofra,Palestinian Extremists,Armed Assault,"Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,0,1
201610260050,10/26/16,Middle East & North Africa,Israel,Metula,Unknown,Armed Assault,Firearms,Military,0,1
201610190037,10/19/16,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,Palestinian Extremists,Armed Assault,Melee,Police,1,0
201610150022,10/15/16,Middle East & North Africa,West Bank and Gaza Strip,Har Adar,Unknown,Armed Assault,Melee,Police,0,1
201610090012,10/9/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,"Police,Transportation",3,4
201610050045,10/5/16,Middle East & North Africa,Israel,Sderot,Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201609300016,9/30/16,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,Palestinian Extremists,Armed Assault,Melee,Military,1,1
201609230010,9/23/16,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,Palestinian Extremists,Armed Assault,Melee,Military,0,1
201609210010,9/21/16,Middle East & North Africa,Turkey,Ankara,Unknown,Armed Assault,Melee,"Police,Government (Diplomatic)",0,1
201609200032,9/20/16,Middle East & North Africa,Israel,Jerusalem,Unknown,Armed Assault,Incendiary,Military,0,0
201609200005,9/20/16,Middle East & North Africa,West Bank and Gaza Strip,Bani Naim,Palestinian Extremists,Armed Assault,Melee,Military,1,0
201609190009,9/19/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Palestinian Extremists,Armed Assault,Melee,Military,0,0
201609190008,9/19/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Palestinian Extremists,Armed Assault,Melee,Police,2,1
201609190007,9/19/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Police,0,3
201609180012,9/18/16,Middle East & North Africa,West Bank and Gaza Strip,Efrat,Palestinian Extremists,Armed Assault,Melee,Military,0,2
201609170012,9/17/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Palestinian Extremists,Armed Assault,Melee,Military,1,1
201609160008,9/16/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Palestinian Extremists,Armed Assault,Melee,Military,1,1
201609160007,9/16/16,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Transportation,1,4
201609160006,9/16/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Police,1,0
201609050086,9/5/16,Middle East & North Africa,Israel,Unknown,Unknown,Armed Assault,Firearms,Military,0,0
201609030052,9/3/16,Middle East & North Africa,Israel,Unknown,Palestinian Extremists,Armed Assault,Firearms,Military,0,0
201608240045,8/24/16,Middle East & North Africa,West Bank and Gaza Strip,Yitzhar,Palestinian Extremists,Armed Assault,Melee,Military,1,1
201608210017,8/21/16,Middle East & North Africa,Israel,Sderot,"Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,Popular Front for the Liberation of Palestine (PFLP)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201608140035,8/14/16,Middle East & North Africa,West Bank and Gaza Strip,Shaked,Palestinian Extremists,Armed Assault,Melee,Military,0,1
201608110046,8/11/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1
201608040051,8/4/16,Middle East & North Africa,Israel,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Transportation,0,0
201608030039,8/3/16,Middle East & North Africa,West Bank and Gaza Strip,Beit El,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201607310032,7/31/16,Middle East & North Africa,West Bank and Gaza Strip,Nablus,Palestinian Extremists,Armed Assault,Melee,Military,1,0
201607260030,7/26/16,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,Palestinian Extremists,Armed Assault,Melee,Military,0,1
201607220090,7/22/16,Middle East & North Africa,West Bank and Gaza Strip,Wadi Fukin,Israeli settlers,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201607200036,7/20/16,Middle East & North Africa,West Bank and Gaza Strip,Duma,Israeli settlers,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201607200033,7/20/16,Middle East & North Africa,Israel,Metula,Unknown,Armed Assault,Firearms,Military,0,0
201607180030,7/18/16,Middle East & North Africa,West Bank and Gaza Strip,Al-Aroub,Palestinian Extremists,Armed Assault,Melee,Military,1,2
201607170018,7/17/16,Middle East & North Africa,Israel,Jerusalem,Palestinian Extremists,"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Melee,Chemical",Transportation,0,0
201607090031,7/9/16,Middle East & North Africa,West Bank and Gaza Strip,Tekoa,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,0,1
201607060034,7/6/16,North America,United States,St. Louis,Black Hebrew Israelites (suspected),Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0,0
201607060021,7/6/16,Middle East & North Africa,West Bank and Gaza Strip,Neve Daniel,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,0,4
201607050044,7/5/16,North America,United States,St. Louis,Black Hebrew Israelites (suspected),Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0,0
201607050023,7/5/16,Middle East & North Africa,West Bank and Gaza Strip,Ariel,Palestinian Extremists,Armed Assault,Melee,Military,0,1
201607040048,7/4/16,North America,United States,St. Louis,Black Hebrew Israelites (suspected),Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0,0
201607010014,7/1/16,Middle East & North Africa,Israel,Sderot,"Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,Hamas (Islamic Resistance Movement)",Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,0
201607010003,7/1/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Palestinian Extremists,Armed Assault,Melee,Police,1,0
201606300006,6/30/16,Middle East & North Africa,Israel,Netanya,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,1,2
201606270022,6/27/16,Middle East & North Africa,West Bank and Gaza Strip,Bethlehem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201606210020,6/21/16,Middle East & North Africa,West Bank and Gaza Strip,Unknown,Palestinian Extremists,Armed Assault,"Incendiary,Other",Private Citizens & Property,1,6
201606100059,6/10/16,Middle East & North Africa,Israel,Yafa,Israeli extremists,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201606100029,6/10/16,Middle East & North Africa,West Bank and Gaza Strip,Bayt Furik,Palestinian Extremists,Armed Assault,Melee,Military,0,1
201606080019,6/8/16,Middle East & North Africa,Israel,Tel Aviv,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Private Citizens & Property,4,17
201606020036,6/2/16,Middle East & North Africa,West Bank and Gaza Strip,Anabta,Palestinian Extremists,Armed Assault,Melee,Military,1,0
201605300041,5/30/16,Middle East & North Africa,Israel,Tel Aviv,Palestinian Extremists,Armed Assault,Melee,Military,0,1
201605230036,5/23/16,Middle East & North Africa,West Bank and Gaza Strip,Givon HaHadasha,Palestinian Extremists,Armed Assault,Melee,Police,1,0
201605210024,5/21/16,Middle East & North Africa,West Bank and Gaza Strip,Tekoa,Palestinian Extremists,Armed Assault,Firearms,Transportation,0,0
201605160039,5/16/16,Middle East & North Africa,Israel,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1
201605100038,5/10/16,Middle East & North Africa,West Bank and Gaza Strip,Hizma,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
201605080053,5/8/16,Middle East & North Africa,Israel,Jerusalem,Palestinian Extremists (suspected),Facility/Infrastructure Attack,Incendiary,Military,0,7
201605060013,5/6/16,Middle East & North Africa,Israel,Unknown,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201605050022,5/5/16,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201605050021,5/5/16,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201605050020,5/5/16,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201605040029,5/4/16,Middle East & North Africa,Israel,Unknown,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201605040028,5/4/16,Middle East & North Africa,Israel,Unknown,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201605040027,5/4/16,Middle East & North Africa,Israel,Unknown,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201605040026,5/4/16,Middle East & North Africa,Israel,Unknown,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201605040025,5/4/16,Middle East & North Africa,Israel,Unknown,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201605030044,5/2/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1
201605030043,5/3/16,Middle East & North Africa,West Bank and Gaza Strip,Ein Arik,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,3
201605030021,5/3/16,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Military,0,0
201605010058,5/1/16,Middle East & North Africa,Israel,Modiin,Unknown,Hostage Taking (Kidnapping),Unknown,Private Citizens & Property,0,0
201604280041,4/28/16,Middle East & North Africa,West Bank and Gaza Strip,Beit Horon,Palestinian Extremists,Armed Assault,Melee,Military,0,1
201604270023,4/27/16,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,Palestinian Extremists,Armed Assault,Melee,Police,2,0
201604180006,4/18/16,Middle East & North Africa,Israel,Jerusalem,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,1,21
201604140037,4/14/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Israeli extremists,Unarmed Assault,Melee,Private Citizens & Property,0,1
201604140028,4/14/16,Middle East & North Africa,West Bank and Gaza Strip,Al-Aroub,Hamas (Islamic Resistance Movement),Armed Assault,Melee,Military,1,0
201604100040,4/10/16,Middle East & North Africa,West Bank and Gaza Strip,Jabaliya,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Military,0,0
201604080028,4/8/16,Middle East & North Africa,Israel,Unknown,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201604030051,4/3/16,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,Palestinian Extremists,Armed Assault,Melee,Military,0,0
201604030050,4/3/16,Middle East & North Africa,Israel,Rosh Haayin,Unknown,Armed Assault,Melee,Private Citizens & Property,0,1
201603240017,3/24/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Palestinian Extremists,Armed Assault,Melee,Military,2,1
201603200016,3/20/16,Middle East & North Africa,West Bank and Gaza Strip,Duma,Israeli settlers (suspected),Armed Assault,Incendiary,Private Citizens & Property,0,2
201603190014,3/19/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Palestinian Extremists,Armed Assault,Melee,Police,1,1
201603190005,3/19/16,Middle East & North Africa,Turkey,Istanbul,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Explosives/Bombs/Dynamite,"Private Citizens & Property,Private Citizens & Property",5,36
201603180009,3/18/16,Middle East & North Africa,West Bank and Gaza Strip,Gush Etzion,Palestinian Extremists,Armed Assault,Melee,Military,1,0
201603170013,3/17/16,Middle East & North Africa,West Bank and Gaza Strip,Ariel,Palestinian Extremists,Armed Assault,Melee,Military,2,1
201603140031,3/14/16,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement)",Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,3
201603140030,3/14/16,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,Palestinian Extremists,Armed Assault,"Firearms,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,2,1
201603110017,3/11/16,Middle East & North Africa,West Bank and Gaza Strip,Otniel,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201603110016,3/11/16,Middle East & North Africa,West Bank and Gaza Strip,Beit Horon,Palestinian Extremists,Armed Assault,Firearms,Military,0,2
201603110010,3/11/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1
201603090004,3/9/16,Middle East & North Africa,West Bank and Gaza Strip,Quedumim,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,0
201603090003,3/9/16,Middle East & North Africa,West Bank and Gaza Strip,Salfit,Palestinian Extremists,Armed Assault,Melee,Military,1,0
201603090002,3/9/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Firearms,"Police,Private Citizens & Property",2,1
201603090001,3/9/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Firearms,Transportation,0,0
201603080007,3/8/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Hamas (Islamic Resistance Movement),Armed Assault,Melee,Police,1,0
201603080006,3/8/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,1,2
201603080005,3/8/16,Middle East & North Africa,Israel,Petah Tikva,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,1,1
201603080004,3/8/16,Middle East & North Africa,Israel,Tel Aviv,Hamas (Islamic Resistance Movement) (suspected),Armed Assault,Melee,Private Citizens & Property,0,3
201603080003,3/8/16,Middle East & North Africa,Israel,Tel Aviv,Hamas (Islamic Resistance Movement) (suspected),Armed Assault,Melee,Private Citizens & Property,0,3
201603080002,3/8/16,Middle East & North Africa,Israel,Tel Aviv,Hamas (Islamic Resistance Movement) (suspected),Armed Assault,Melee,"Private Citizens & Property,Private Citizens & Property,Private Citizens & Property",2,4
201603070051,3/7/16,Middle East & North Africa,West Bank and Gaza Strip,Bethlehem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0
201603040026,3/4/16,Middle East & North Africa,West Bank and Gaza Strip,Gush Etzion,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,1
201603030038,3/3/16,Middle East & North Africa,West Bank and Gaza Strip,Rechelim,Palestinian Extremists,Armed Assault,Firearms,Police,0,1
201603030037,3/3/16,Middle East & North Africa,West Bank and Gaza Strip,Auja,Palestinian Extremists,Armed Assault,Melee,Police,0,1
201603020042,3/2/16,Middle East & North Africa,West Bank and Gaza Strip,Har Bracha,Palestinian Extremists,Armed Assault,Melee,Military,0,2
201603020041,3/2/16,Middle East & North Africa,West Bank and Gaza Strip,Eli,Palestinian Extremists,Armed Assault,"Melee,Melee",Military,0,1
201602260029,2/26/16,Middle East & North Africa,West Bank and Gaza Strip,Beit El,Palestinian Extremists,Armed Assault,Melee,Military,1,0
201602240046,2/24/16,Middle East & North Africa,West Bank and Gaza Strip,Alon Shvut,Palestinian Extremists,Armed Assault,Melee,Military,1,1
201602210059,2/21/16,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,Palestinian Extremists,Armed Assault,Melee,Military,0,0
201602210058,2/21/16,Middle East & North Africa,West Bank and Gaza Strip,Bani Naim,Palestinian Extremists,Armed Assault,Melee,Military,0,0
201602210044,2/21/16,Middle East & North Africa,West Bank and Gaza Strip,Bitot,Palestinian Extremists,Armed Assault,Melee,Military,1,0
201602190065,2/19/16,Middle East & North Africa,West Bank and Gaza Strip,Bayt Fajar,Palestinian Extremists,Armed Assault,Firearms,Military,1,1
201602190063,2/19/16,Middle East & North Africa,West Bank and Gaza Strip,Ramallah,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,0
201602190062,2/19/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Police,1,3
201602180050,2/18/16,Middle East & North Africa,West Bank and Gaza Strip,Shaar Binyamin,Palestinian Extremists,Armed Assault,Melee,"Business,Military",2,2
201602150040,2/15/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Police,0,0
201602140028,2/14/16,Middle East & North Africa,Israel,Jerusalem,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,0
201602140025,2/14/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Palestinian Extremists,Armed Assault,Melee,Police,0,1
