DATE,rank_pop,REGION,COUNTRY,CITY,Latitude,Longitude,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED,
9/2/13,1479,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0,
7/23/13,1480,Middle East & North Africa,Israel,Maccabim,31.88893,35.03132,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,3,
7/11/13,1481,Middle East & North Africa,Israel,Karmiel,32.90896,35.2958,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/5/13,1482,Middle East & North Africa,Israel,Netanya,32.3081,34.8548,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
5/17/13,1483,Middle East & North Africa,Israel,Nahariya,33.01214,35.09921,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
5/13/13,1484,Middle East & North Africa,Israel,Nein,43.50393,0.44489,Unknown,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0,
5/8/13,1485,Middle East & North Africa,Israel,Holon,32.01122,34.78248,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0,
4/23/13,1486,Middle East & North Africa,Israel,Akbara,26.6798,82.17367,Unknown,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0,
3/21/13,1487,Middle East & North Africa,Israel,Kafr Yasif,32.95334,35.16195,Unknown,Assassination,Firearms,Government (General),0,1,
3/10/13,1488,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Armed Assault,Firearms,Government (Diplomatic),0,0,
1/26/13,1489,Middle East & North Africa,Israel,Tuba-Zangariya,32.96458,35.59017,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,0,
1/25/13,1490,Middle East & North Africa,Israel,Kfar Yona,32.31665,34.92873,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0,
1/2/13,1491,Middle East & North Africa,Israel,Petah Tikva,32.09463,34.88576,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
11/20/12,1492,Middle East & North Africa,Israel,Beersheba,18.17488,-77.90848,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
11/20/12,1493,Middle East & North Africa,Israel,Rishon Lezion,42.6775,13.73816,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4,
11/20/12,1494,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1,
11/19/12,1495,Middle East & North Africa,Israel,Gan Yavne,31.78641,34.69339,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,Unknown,
11/18/12,1496,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
11/18/12,1497,Middle East & North Africa,Israel,Ofakim,31.31065,34.62125,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4,
11/17/12,1498,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
11/17/12,1499,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3,
11/15/12,1500,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,3,
11/11/12,1501,Middle East & North Africa,Israel,Beersheba,18.17488,-77.90848,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
9/9/12,1502,Middle East & North Africa,Israel,Netivot,31.42157,34.58879,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3,
6/23/12,1503,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,1,
6/19/12,1504,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,4,
6/4/12,1505,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Facility/Infrastructure Attack,Incendiary,"Private Citizens & Property,Private Citizens & Property",0,4,
4/4/12,1506,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
3/11/12,1507,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,0,
10/30/11,1508,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
10/29/11,1509,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,0,
10/29/11,1510,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
10/3/11,1511,Middle East & North Africa,Israel,Tuba Zangariyye,32.96458,35.59017,Unknown,Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0,0,
9/29/11,1512,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/25/11,1513,Middle East & North Africa,Israel,Erez,31.5597,34.56779,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/20/11,1514,Middle East & North Africa,Israel,Eshkolot,31.39042,34.90582,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/18/11,1515,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,Unknown,"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms","Private Citizens & Property,Transportation",2,0,
8/18/11,1516,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,Unknown,Armed Assault,Firearms,Private Citizens & Property,5,0,
8/18/11,1517,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,5,
8/18/11,1518,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,Unknown,Armed Assault,Firearms,Private Citizens & Property,10,0,
8/18/11,1519,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,Unknown,Armed Assault,Firearms,"Private Citizens & Property,Transportation",0,5,
8/1/11,1520,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
4/18/11,1521,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/12/11,1522,Middle East & North Africa,Israel,Rishon le Zion,42.6775,13.73816,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/11/11,1523,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/10/11,1524,Middle East & North Africa,Israel,Eshkolot,31.39042,34.90582,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/10/11,1525,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/9/11,1526,Middle East & North Africa,Israel,Eshkolot,31.39042,34.90582,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/8/11,1527,Middle East & North Africa,Israel,Eshkolot,31.39042,34.90582,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/7/11,1528,Middle East & North Africa,Israel,Sa'ad,31.47005,34.53447,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,1,
4/4/11,1529,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
3/23/11,1530,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,20,
2/23/11,1531,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/23/11,1532,Middle East & North Africa,Israel,Beersheba,18.17488,-77.90848,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/9/11,1533,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,10,
1/4/11,1534,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
11/19/10,1535,Middle East & North Africa,Israel,Ofakim,31.31065,34.62125,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
5/25/10,1536,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
3/17/10,1537,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3,
4/15/09,1538,Middle East & North Africa,Israel,Eshkolot,31.39042,34.90582,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
3/22/09,1539,Middle East & North Africa,Israel,Haifa,32.80124,35.00327,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
3/5/09,1540,Middle East & North Africa,Israel,Netivot,31.42157,34.58879,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
3/5/09,1541,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Police,1,2,
3/1/09,1542,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/28/09,1543,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/26/09,1544,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/21/09,1545,Middle East & North Africa,Israel,Maalot,33.01333,35.27826,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3,
2/20/09,1546,Middle East & North Africa,Israel,Kfour,34.03493,35.694,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,0,
2/5/09,1547,Middle East & North Africa,Israel,Nahariyya,33.01214,35.09921,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,2,
2/3/09,1548,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
1/18/09,1549,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
1/18/09,1550,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
1/6/09,1551,Middle East & North Africa,Israel,Gedera,31.81094,34.77976,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,6,
1/4/09,1552,Middle East & North Africa,Israel,Eshkolot,31.39042,34.90582,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
1/4/09,1553,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,10,
1/3/09,1554,Middle East & North Africa,Israel,Netivot,31.42157,34.58879,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
1/3/09,1555,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3,
1/3/09,1556,Middle East & North Africa,Israel,Eshkolot,31.39042,34.90582,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
1/3/09,1557,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
1/2/09,1558,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
12/31/08,1559,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
12/30/08,1560,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,2,5,
12/30/08,1561,Middle East & North Africa,Israel,Beersheba,18.17488,-77.90848,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
12/30/08,1562,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
12/30/08,1563,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4,
12/30/08,1564,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4,
12/29/08,1565,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,5,
12/27/08,1566,Middle East & North Africa,Israel,Netivot,31.42157,34.58879,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,6,
12/26/08,1567,Middle East & North Africa,Israel,Eshkolot,31.39042,34.90582,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/24/08,1568,Middle East & North Africa,Israel,Karni district,13.93425,74.73973,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/7/08,1569,Middle East & North Africa,Israel,Karni district,13.93425,74.73973,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
6/11/08,1570,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Private Citizens & Property",0,1,
6/11/08,1571,Middle East & North Africa,Israel,Nir Oz,31.31251,34.40135,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
6/6/08,1572,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
6/4/08,1573,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
6/3/08,1574,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Private Citizens & Property",0,5,
5/14/08,1575,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,14,
5/9/08,1576,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,3,
5/5/08,1577,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,5,
4/29/08,1578,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,5,
4/27/08,1579,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/18/08,1580,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/14/08,1581,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/12/08,1582,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
4/2/08,1583,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
3/21/08,1584,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
1/16/08,1585,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Government (General),Private Citizens & Property",0,0,
12/15/07,1586,Middle East & North Africa,Israel,Ramat Gan,32.08364,34.81498,Unknown,Hostage Taking (Kidnapping),Melee,Private Citizens & Property,0,0,
11/28/07,1587,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
11/26/07,1588,Middle East & North Africa,Israel,Erez,31.5597,34.56779,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,0,
8/28/07,1589,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
8/26/07,1590,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Military,4,5,
8/10/07,1591,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Armed Assault,Firearms,Police,2,9,
5/6/07,1592,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
1/28/07,1593,Middle East & North Africa,Israel,Erez,31.5597,34.56779,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0,
11/7/06,1594,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
5/18/06,1595,Middle East & North Africa,Israel,Kfar Tapuah,32.11939,35.24972,Unknown,Armed Assault,Firearms,Private Citizens & Property,0,2,
4/10/06,1596,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/9/06,1597,Middle East & North Africa,Israel,Eshbol,31.44613,34.66713,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/7/06,1598,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/6/06,1599,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
4/2/06,1600,Middle East & North Africa,Israel,Beit Shean,32.49853,35.49879,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
4/1/06,1601,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/25/06,1602,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/24/06,1603,Middle East & North Africa,Israel,Netiv Haasara,31.56759,34.54075,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/24/06,1604,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/24/06,1605,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/10/06,1606,Middle East & North Africa,Israel,Netiv Haasara,31.56759,34.54075,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/10/06,1607,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/8/06,1608,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/2/06,1609,Middle East & North Africa,Israel,Erez,31.5597,34.56779,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/2/06,1610,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
1/31/06,1611,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
1/12/06,1612,Middle East & North Africa,Israel,Jenin,34.62475,36.15367,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0,
12/18/05,1613,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/24/05,1614,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Armed Assault,Melee,"Private Citizens & Property,Private Citizens & Property",1,1,
8/8/05,1615,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
6/21/05,1616,Middle East & North Africa,Israel,Jenin,34.62475,36.15367,Unknown,Armed Assault,Firearms,Transportation,1,0,
5/11/05,1617,Middle East & North Africa,Israel,Shlomi,33.07775,35.14523,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Business",0,0,
4/12/05,1618,Middle East & North Africa,Israel,Rafah,31.2621,34.23593,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/7/05,1619,Middle East & North Africa,Israel,Hawara,30.86645,76.42436,Unknown,Facility/Infrastructure Attack,"Incendiary,Melee",Private Citizens & Property,0,0,
4/7/05,1620,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
3/20/05,1621,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,0,
8/26/04,1622,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/17/04,1623,Middle East & North Africa,Israel,Erez,31.5597,34.56779,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,3,
3/4/04,1624,Middle East & North Africa,Israel,Nazareth,50.95968,3.59728,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Journalists & Media,0,0,
11/22/03,1625,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Armed Assault,Firearms,Business,2,0,
8/12/03,1626,Middle East & North Africa,Israel,Rosh Haayin,32.09714,34.95847,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,10,
6/17/03,1627,Middle East & North Africa,Israel,Kefar Sava,32.18219,34.91713,Unknown,Armed Assault,Firearms,Private Citizens & Property,1,2,
3/5/03,1628,Middle East & North Africa,Israel,Maccabim,31.88893,35.03132,Unknown,Armed Assault,Incendiary,"Police,Private Citizens & Property",0,0,
11/17/02,1629,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Unknown,Hijacking,Melee,"Airports and Aircraft,Private Citizens & Property",0,0,
11/4/02,1630,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0,
10/11/02,1631,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0,
10/10/02,1632,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,2,12,
8/5/02,1633,Middle East & North Africa,Israel,Hadera,32.43984,34.91744,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,1,1,
7/21/02,1634,Middle East & North Africa,Israel,Rehovot,31.8955,34.81131,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,1,
6/30/02,1635,Middle East & North Africa,Israel,Lod,31.95391,34.89181,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,3,
5/23/02,1636,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0,
2/28/02,1637,Middle East & North Africa,Israel,Maccabim,31.88893,35.03132,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,3,3,
2/10/02,1638,Middle East & North Africa,Israel,Beersheba,18.17488,-77.90848,Unknown,Armed Assault,Firearms,Military,2,18,
2/1/02,1639,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0,
1/27/02,1640,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,2,Unknown,
1/22/02,1641,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0,
1/22/02,1642,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Armed Assault,Firearms,Private Citizens & Property,2,14,
12/25/01,1643,Middle East & North Africa,Israel,Yardena,32.56525,35.56449,Unknown,Armed Assault,Firearms,Military,3,4,
12/17/01,1644,Middle East & North Africa,Israel,Ofra,31.95294,35.26175,Unknown,Armed Assault,Firearms,Private Citizens & Property,0,1,
11/14/01,1645,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
11/11/01,1646,Middle East & North Africa,Israel,Kfar Hess,32.24898,34.93814,Unknown,Armed Assault,Firearms,Private Citizens & Property,1,1,
